channel	date	broadcast_start	broadcast_end	duration_min	pgm_title	brand	item_name	type	item_start	item_end	item_duration_min	sales_amt	category	lavangba_category	price	link
롯데원티비	20260704	03:11	03:21	10	[삭루츠] ○ 엘비아(ELVIA) 크로스백	삭루츠	[삭루츠] ○ 엘비아(ELVIA) 크로스백	단순	03:11	03:21	10	0		출산/육아	69000	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12911880
GS홈쇼핑 마이샵	20260704	03:12	03:32	20	트라이엄프 26SS 바디메이크업 레이스 퓨징브라팬티4세트	트라이엄프	트라이엄프 26SS 바디메이크업 레이스 퓨징브라팬티4세트	단순	03:12	03:32	20	1538600		패션의류	98910	https://www.gsshop.com/prd/prd.gs?prdid=1111728993&brddate=20260714145700&pgmID=6753&ordChannel=WE&tveshop=Y
현대홈쇼핑 플러스샵	20260704	03:20	03:30	10	김가연 돈까스 4종 16팩(왕돈까스4+치즈4+한우한돈함박4+치킨4+소스)	김가연	김가연 돈까스 4종 16팩(왕돈까스4+치즈4+한우한돈함박4+치킨4+소스)	단순	03:20	03:30	10	219600		식품	54900	https://www.hmall.com/md/pda/itemPtc?slitmCd=2251604821
롯데원티비	20260704	03:21	03:31	10	[삭루츠] ② 엘비아(ELVIA) 크로스백	삭루츠	[삭루츠] ② 엘비아(ELVIA) 크로스백	단순	03:21	03:31	10	0		출산/육아	69000	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12911881
CJ온스타일	20260704	03:25	03:55	30	26SS 썸머 버킷햇_포레스트 EDITION	지스튜디오	26SS 썸머 버킷햇_포레스트 EDITION	단순	03:25	03:55	30	7590000	잡화/주얼리	패션잡화	69000	https://display.cjonstyle.com/p/item/2082529123?channelCode=30002002
GS홈쇼핑	20260704	03:30	04:00	30	막스스튜디오 뉴클래식 카라 니트 3종  [런칭 가격 69,900원]	막스스튜디오	막스스튜디오 뉴클래식 카라 니트 3종  [런칭 가격 69,900원]	단순	03:30	04:00	30	28315300	의류	패션의류	29900	https://www.gsshop.com/prd/prd.gs?prdid=1075507910&brddate=20260704033000&pgmID=9613&ordChannel=WE&tveshop=Y
CJ온스타일 플러스	20260704	03:30	04:15	45	[최초가109,000원] 26SS 쿨 슬럽 라이크라® 에어 슬랙스 3종	26SS	[최초가109,000원] 26SS 쿨 슬럽 라이크라® 에어 슬랙스 3종	단순	03:30	04:15	45	13484000		패션의류	89000	https://display.cjonstyle.com/p/item/2081617907
현대홈쇼핑 플러스샵	20260704	03:30	03:40	10	제주농협 햇 미니 단호박 8kg (과당 200g∼600g)	제주농협	제주농협 햇 미니 단호박 8kg (과당 200g∼600g)	단순	03:30	03:40	10	239200		식품	29900	https://www.hmall.com/md/pda/itemPtc?slitmCd=2251354391
롯데원티비	20260704	03:31	03:42	11	[삭루츠] ③ 엘비아(ELVIA) 크로스백	삭루츠	[삭루츠] ③ 엘비아(ELVIA) 크로스백	단순	03:31	03:42	11	0		출산/육아	69000	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12911882
GS홈쇼핑 마이샵	20260704	03:32	03:37	5	드루 26SS 여름팬츠 2종 여성용	드루	드루 26SS 여름팬츠 2종 여성용	단순	03:32	03:37	5	0		스포츠/레저	99000	https://www.gsshop.com/prd/prd.gs?prdid=1125016255&brddate=20260708023600&pgmID=12502&ordChannel=WE&tveshop=Y
롯데홈쇼핑	20260704	03:35	04:05	30	[홀베리] 1일1레몬 유기농 레몬즙 20gx14포x12박스, 총168포	홀베리	[홀베리] 1일1레몬 유기농 레몬즙 20gx14포x12박스, 총168포	단순	03:35	04:05	30	699300	건강식품	식품	199800	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12866173
GS홈쇼핑 마이샵	20260704	03:37	03:42	5	타파웨어 빅티 텀블러 7종 풀세트	타파웨어	타파웨어 빅티 텀블러 7종 풀세트	단순	03:37	03:42	5	0		생활/건강	129000	https://www.gsshop.com/prd/prd.gs?prdid=1126672652&brddate=20260704033700&pgmID=6995&ordChannel=WE&tveshop=Y
쇼핑엔티	20260704	03:37	04:37	60	(방송에서만 체험찬스) [특등급] 26년 햇 찰보리 500g x 16팩 (총 8kg)	26년	(방송에서만 체험찬스) [특등급] 26년 햇 찰보리 500g x 16팩 (총 8kg)	단순	03:37	04:37	60	13087200	일반식품	식품	39900	https://www.shoppingntmall.com/display/goods/28268286
KT알파쇼핑	20260704	03:38	04:13	35	코렐_테이블웨어(로즈몬트)	선일금고	코렐_테이블웨어(로즈몬트)	단순	03:38	04:13	35	798000	리빙/주방	생활/건강	399000	https://m.kshop.co.kr/display/product/6869828
신세계쇼핑	20260704	03:39	03:59	20	[유지인pick♥] 미녀의석류콜라겐 200포 (25g x 25포 x 8Box)	미녀의석류콜라겐	[유지인pick♥] 미녀의석류콜라겐 200포 (25g x 25포 x 8Box)	단순	03:39	03:59	20	241000	일반식품	식품	241000	https://www.shinsegaetvshopping.com/display/detail/20062613
현대홈쇼핑 플러스샵	20260704	03:40	03:45	5	김가연 돈까스 4종 16팩(왕돈까스4+치즈4+한우한돈함박4+치킨4+소스)	김가연	김가연 돈까스 4종 16팩(왕돈까스4+치즈4+한우한돈함박4+치킨4+소스)	단순	03:40	03:45	5	0		식품	54900	https://www.hmall.com/md/pda/itemPtc?slitmCd=2251604821
NS홈쇼핑 샵플러스	20260704	03:40	04:41	61	흑미1	국내산	흑미1	단순	03:40	04:41	61	9778200		식품	37900	https://m.nsmall.com/goods/35854565
롯데원티비	20260704	03:42	04:22	40	[4박스]신정애 원장의 싹빼 다이어트 환 (5 g x 28포 x 4박스)	신정애	[4박스]신정애 원장의 싹빼 다이어트 환 (5 g x 28포 x 4박스)	단순	03:42	04:22	40	198000		식품	198000	https://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=12909010
GS홈쇼핑 마이샵	20260704	03:42	03:47	5	쿼드쎄라 펜타 F1 패키지	쿼드쎄라	쿼드쎄라 펜타 F1 패키지	단순	03:42	03:47	5	0		디지털/가전	870000	https://www.gsshop.com/prd/prd.gs?prdid=1127765132&brddate=20260707020500&pgmID=6737&ordChannel=WE&tveshop=Y
현대홈쇼핑 플러스샵	20260704	03:45	03:50	5	제주농협 햇 미니 단호박 8kg (과당 200g∼600g)	제주농협	제주농협 햇 미니 단호박 8kg (과당 200g∼600g)	단순	03:45	03:50	5	149500		식품	29900	https://www.hmall.com/md/pda/itemPtc?slitmCd=2251354391
GS홈쇼핑 마이샵	20260704	03:47	03:53	6	코어어센틱 26S/S 스트라이프 썸머 숄더백	코어어센틱	코어어센틱 26S/S 스트라이프 썸머 숄더백	단순	03:47	03:53	6	59900		패션잡화	59900	https://www.gsshop.com/prd/prd.gs?prdid=1123493832&brddate=20260706042800&pgmID=6736&ordChannel=WE&tveshop=Y
현대홈쇼핑 플러스샵	20260704	03:50	03:55	5	김가연 돈까스 4종 16팩(왕돈까스4+치즈4+한우한돈함박4+치킨4+소스)	김가연	김가연 돈까스 4종 16팩(왕돈까스4+치즈4+한우한돈함박4+치킨4+소스)	단순	03:50	03:55	5	54900		식품	54900	https://www.hmall.com/md/pda/itemPtc?slitmCd=2251604821
현대홈쇼핑	20260704	03:50	04:20	30	[론칭가 79900원][ELLE] 26SS 엘르 자카드 레이온 니트탑 3종	엘르	[론칭가 79900원][ELLE] 26SS 엘르 자카드 레이온 니트탑 3종	단순	03:50	04:20	30	43055700	의류	패션의류	39900	https://www.hmall.com/md/pda/itemPtc?slitmCd=2249387119&preview=true
